user_id,signup_date,platform,country,user_type
1075,2025-04-16,iOS,Malaysia,Returning User
1076,2025-05-11,Android,Singapore,Returning User
1077,2025-06-02,iOS,Malaysia,New User
1078,2025-02-03,Android,Malaysia,Returning User
1079,2025-05-10,iOS,Malaysia,Returning User
1080,2025-02-15,Android,Indonesia,Returning User
1081,2025-05-17,iOS,Indonesia,New User
1082,2025-06-18,Android,Indonesia,Returning User
1083,2025-06-23,iOS,Thailand,New User
1084,2025-01-12,iOS,Thailand,New User
1085,2025-05-04,iOS,Thailand,New User
1086,2025-06-28,iOS,Thailand,New User
1087,2025-05-03,iOS,Indonesia,New User
1088,2025-05-20,Android,Malaysia,New User
1089,2025-01-02,iOS,Indonesia,Returning User
1090,2025-04-07,iOS,Singapore,Returning User
1091,2025-01-28,Android,Singapore,New User
1092,2025-05-18,Android,Singapore,Returning User
1093,2025-06-24,Android,Malaysia,Returning User
1094,2025-05-23,Android,Singapore,Returning User
1095,2025-05-04,Android,Singapore,Returning User
1096,2025-06-30,Android,Malaysia,Returning User
1097,2025-06-18,Android,Malaysia,Returning User
1098,2025-06-29,Web,Indonesia,New User
1099,2025-04-13,iOS,Indonesia,New User
1100,2025-06-12,Android,Indonesia,Returning User
1101,2025-05-01,Web,Thailand,New User
1102,2025-03-09,Android,Indonesia,Returning User
1103,2025-04-09,Web,Thailand,Returning User
1104,2025-05-14,Android,Indonesia,Returning User
1105,2025-02-14,iOS,Thailand,New User
1106,2025-06-18,Web,Singapore,New User
1107,2025-06-03,iOS,Malaysia,Returning User
1108,2025-06-22,Android,Malaysia,Returning User
1109,2025-02-10,Android,Singapore,Returning User
1110,2025-04-01,iOS,Thailand,Returning User
1111,2025-05-13,Android,Indonesia,Returning User
1112,2025-05-21,Android,Singapore,New User
1113,2025-03-12,Android,Malaysia,Returning User
1114,2025-04-14,iOS,Singapore,New User
1115,2025-05-10,Android,Indonesia,Returning User
1116,2025-03-29,Web,Singapore,Returning User
1117,2025-05-28,Android,Thailand,Returning User
1118,2025-05-25,Android,Malaysia,Returning User
1119,2025-04-28,iOS,Indonesia,Returning User
1120,2025-03-08,Android,Malaysia,Returning User
1121,2025-02-28,Web,Thailand,Returning User
1122,2025-05-13,iOS,Singapore,New User
1123,2025-01-24,Android,Singapore,New User
1124,2025-02-15,Android,Singapore,New User
1125,2025-05-27,Android,Malaysia,Returning User
1126,2025-02-21,Android,Malaysia,Returning User
1127,2025-02-22,Android,Malaysia,Returning User
1128,2025-04-02,Android,Indonesia,New User
1129,2025-01-21,iOS,Thailand,Returning User
1130,2025-05-19,Web,Thailand,New User
1131,2025-03-22,Android,Singapore,Returning User
1132,2025-05-11,Android,Malaysia,Returning User
1133,2025-02-02,Android,Thailand,Returning User
1134,2025-05-19,Android,Singapore,New User
1135,2025-06-25,iOS,Thailand,Returning User
1136,2025-06-28,iOS,Singapore,Returning User
1137,2025-01-04,iOS,Thailand,Returning User
1138,2025-03-25,Android,Singapore,New User
1139,2025-03-09,Android,Thailand,Returning User
1140,2025-03-29,Android,Thailand,Returning User
1141,2025-04-18,iOS,Singapore,New User
1142,2025-04-13,Android,Malaysia,Returning User
1143,2025-05-28,iOS,Indonesia,Returning User
1144,2025-03-02,iOS,Thailand,New User
1145,2025-02-08,Android,Indonesia,New User
1146,2025-05-08,Android,Singapore,Returning User
1147,2025-03-18,Android,Indonesia,New User
1148,2025-06-26,Android,Malaysia,Returning User
1149,2025-05-02,Web,Indonesia,Returning User
1150,2025-03-27,Android,Singapore,Returning User
1151,2025-03-07,Android,Thailand,New User
1152,2025-06-23,Web,Malaysia,Returning User
1153,2025-06-16,iOS,Malaysia,Returning User
1154,2025-03-14,Android,Thailand,Returning User
1155,2025-04-25,Web,Thailand,Returning User
1156,2025-04-29,iOS,Malaysia,Returning User
1157,2025-06-13,Web,Singapore,Returning User
1158,2025-06-06,iOS,Indonesia,New User
1159,2025-03-29,Android,Singapore,Returning User
1160,2025-03-10,iOS,Thailand,New User
1161,2025-04-24,iOS,Singapore,Returning User
1162,2025-05-14,Web,Thailand,New User
1163,2025-01-06,Android,Malaysia,Returning User
1164,2025-06-29,iOS,Malaysia,New User
1165,2025-01-27,Android,Thailand,Returning User
1166,2025-01-07,iOS,Indonesia,New User
1167,2025-06-08,Android,Thailand,New User
1168,2025-03-05,iOS,Thailand,Returning User
1169,2025-02-03,iOS,Malaysia,New User
1170,2025-06-19,Android,Singapore,Returning User
1171,2025-04-30,Web,Singapore,Returning User
1172,2025-02-04,Web,Malaysia,Returning User
1173,2025-04-27,iOS,Thailand,Returning User
1174,2025-06-13,iOS,Singapore,Returning User
1175,2025-02-28,Web,Thailand,New User
1176,2025-04-16,Android,Singapore,New User
1177,2025-05-14,Web,Malaysia,New User
1178,2025-05-01,iOS,Thailand,Returning User
1179,2025-05-03,Android,Thailand,Returning User
1180,2025-06-02,Android,Indonesia,Returning User
1181,2025-02-18,Android,Thailand,New User
1182,2025-02-11,iOS,Thailand,Returning User
1183,2025-02-26,Android,Thailand,Returning User
1184,2025-05-13,iOS,Singapore,New User
1185,2025-05-17,Web,Thailand,New User
1186,2025-01-18,Android,Singapore,New User
1187,2025-04-27,iOS,Singapore,Returning User
1188,2025-05-06,Android,Indonesia,New User
1189,2025-05-17,Android,Indonesia,New User
1190,2025-02-02,iOS,Indonesia,New User
1191,2025-02-08,Android,Malaysia,New User
1192,2025-03-21,iOS,Thailand,Returning User
1193,2025-04-29,iOS,Indonesia,New User
1194,2025-02-07,Android,Thailand,New User
1195,2025-05-01,Android,Singapore,Returning User
1196,2025-01-04,Android,Malaysia,New User
1197,2025-04-24,Android,Indonesia,New User
1198,2025-01-25,iOS,Malaysia,Returning User
1199,2025-06-24,Web,Singapore,New User
1200,2025-01-11,iOS,Indonesia,New User
1201,2025-06-13,Android,Singapore,Returning User
1202,2025-06-20,Android,Indonesia,New User
1203,2025-04-22,Android,Malaysia,Returning User
1204,2025-05-30,Android,Malaysia,New User
1205,2025-01-11,iOS,Thailand,Returning User
1206,2025-02-09,Android,Indonesia,New User
1207,2025-05-08,Android,Singapore,Returning User
1208,2025-06-10,Android,Singapore,Returning User
1209,2025-06-29,iOS,Indonesia,New User
1210,2025-03-01,Android,Singapore,Returning User
1211,2025-04-23,iOS,Indonesia,Returning User
1212,2025-04-02,iOS,Singapore,Returning User
1213,2025-05-05,iOS,Singapore,Returning User
1214,2025-05-06,Android,Malaysia,Returning User
1215,2025-03-24,iOS,Singapore,Returning User
1216,2025-06-03,Web,Malaysia,New User
1217,2025-02-09,Android,Singapore,Returning User
1218,2025-04-27,Android,Thailand,Returning User
1219,2025-01-05,iOS,Singapore,Returning User
1220,2025-03-03,Android,Indonesia,Returning User
1221,2025-05-18,Web,Malaysia,Returning User
1222,2025-05-08,iOS,Malaysia,Returning User
1223,2025-03-24,Android,Singapore,New User
1224,2025-05-14,iOS,Indonesia,Returning User
1225,2025-02-03,Android,Indonesia,New User
1226,2025-05-05,Android,Indonesia,Returning User
1227,2025-04-10,iOS,Singapore,New User
1228,2025-02-26,iOS,Indonesia,New User
1229,2025-02-23,iOS,Indonesia,Returning User
1230,2025-06-13,Android,Thailand,Returning User
1231,2025-01-15,Web,Singapore,Returning User
1232,2025-01-19,Web,Indonesia,Returning User
1233,2025-05-13,Android,Malaysia,Returning User
1234,2025-02-18,Android,Malaysia,Returning User
1235,2025-02-15,iOS,Thailand,Returning User
1236,2025-06-13,iOS,Thailand,Returning User
1237,2025-04-20,Web,Malaysia,Returning User
1238,2025-05-21,Android,Singapore,Returning User
1239,2025-05-17,Web,Thailand,Returning User
1240,2025-03-22,iOS,Singapore,Returning User
1241,2025-04-16,iOS,Thailand,Returning User
1242,2025-03-24,iOS,Malaysia,New User
1243,2025-05-21,Web,Singapore,New User
1244,2025-04-26,Android,Thailand,New User
1245,2025-01-09,Web,Indonesia,Returning User
1246,2025-03-19,Android,Malaysia,New User
1247,2025-03-22,Android,Singapore,Returning User
1248,2025-05-11,iOS,Malaysia,New User
1249,2025-04-28,Android,Malaysia,New User
1250,2025-05-30,Android,Singapore,Returning User
1251,2025-01-24,iOS,Malaysia,Returning User
1252,2025-03-25,iOS,Malaysia,Returning User
1253,2025-06-26,iOS,Indonesia,Returning User
1254,2025-03-18,Android,Thailand,New User
1255,2025-01-15,Web,Singapore,New User
1256,2025-04-22,Android,Indonesia,Returning User
1257,2025-02-28,iOS,Indonesia,Returning User
1258,2025-06-11,Android,Singapore,Returning User
1259,2025-03-23,iOS,Malaysia,New User
1260,2025-06-28,Android,Indonesia,Returning User
1261,2025-04-11,Web,Indonesia,New User
1262,2025-03-16,iOS,Malaysia,New User
1263,2025-01-22,Android,Indonesia,Returning User
1264,2025-03-09,Android,Thailand,Returning User
1265,2025-02-03,iOS,Thailand,Returning User
1266,2025-05-05,Android,Malaysia,Returning User
1267,2025-05-15,Android,Indonesia,New User
1268,2025-04-21,Android,Indonesia,New User
1269,2025-04-16,Android,Singapore,New User
1270,2025-03-30,iOS,Indonesia,Returning User
1271,2025-02-13,Web,Thailand,Returning User
1272,2025-04-23,Android,Malaysia,New User
1273,2025-04-06,Android,Indonesia,New User
1274,2025-01-14,Android,Malaysia,Returning User
1275,2025-03-15,Android,Indonesia,New User
1276,2025-05-01,Android,Malaysia,Returning User
1277,2025-02-24,Android,Singapore,Returning User
1278,2025-06-09,iOS,Malaysia,Returning User
1279,2025-06-21,Android,Indonesia,New User
1280,2025-01-16,Android,Singapore,New User
1281,2025-06-17,Web,Indonesia,New User
1282,2025-03-11,iOS,Singapore,Returning User
1283,2025-01-05,Android,Thailand,New User
1284,2025-04-08,iOS,Indonesia,Returning User
1285,2025-05-05,Web,Indonesia,New User
1286,2025-05-09,Web,Indonesia,New User
1287,2025-05-16,Android,Thailand,New User
1288,2025-02-10,Android,Singapore,New User
1289,2025-03-19,Android,Singapore,Returning User
1290,2025-06-10,Android,Thailand,Returning User
1291,2025-01-08,Web,Singapore,New User
1292,2025-03-29,Web,Malaysia,New User
1293,2025-04-08,iOS,Malaysia,Returning User
1294,2025-05-27,Android,Singapore,Returning User
1295,2025-03-26,Android,Malaysia,New User
1296,2025-02-05,iOS,Malaysia,Returning User
1297,2025-03-21,iOS,Malaysia,Returning User
1298,2025-02-07,iOS,Malaysia,New User
1299,2025-05-23,iOS,Indonesia,New User
1300,2025-02-07,iOS,Singapore,Returning User
1301,2025-04-16,Web,Singapore,Returning User
1302,2025-06-13,Web,Singapore,New User
1303,2025-02-18,Android,Malaysia,New User
1304,2025-06-06,iOS,Malaysia,Returning User
1305,2025-03-01,iOS,Singapore,New User
1306,2025-05-03,Android,Thailand,Returning User
1307,2025-04-06,Android,Thailand,Returning User
1308,2025-02-05,Android,Malaysia,New User
1309,2025-01-04,Web,Thailand,New User
1310,2025-06-21,Web,Malaysia,New User
1311,2025-04-23,Web,Thailand,Returning User
1312,2025-04-28,Web,Thailand,Returning User
1313,2025-01-11,iOS,Thailand,Returning User
1314,2025-04-11,iOS,Indonesia,Returning User
1315,2025-04-26,Android,Indonesia,Returning User
1316,2025-03-04,iOS,Thailand,Returning User
1317,2025-01-11,iOS,Indonesia,New User
1318,2025-04-23,Android,Singapore,Returning User
1319,2025-03-15,Android,Thailand,New User
1320,2025-01-14,iOS,Malaysia,Returning User
1321,2025-06-15,Android,Indonesia,New User
1322,2025-05-30,Web,Malaysia,New User
1323,2025-03-24,Android,Malaysia,Returning User
1324,2025-02-21,Web,Indonesia,New User
1325,2025-06-27,iOS,Malaysia,Returning User
1326,2025-02-01,Android,Thailand,Returning User
1327,2025-01-22,iOS,Thailand,Returning User
1328,2025-05-11,iOS,Malaysia,New User
1329,2025-04-08,Android,Malaysia,Returning User
1330,2025-05-25,Web,Malaysia,New User
1331,2025-02-07,Android,Indonesia,Returning User
1332,2025-03-21,iOS,Thailand,New User
1333,2025-02-16,Android,Malaysia,Returning User
1334,2025-01-01,iOS,Singapore,New User
1335,2025-05-08,Web,Indonesia,Returning User
1336,2025-05-07,Android,Thailand,Returning User
1337,2025-04-24,Android,Indonesia,New User
1338,2025-05-21,Android,Malaysia,New User
1339,2025-02-07,Android,Singapore,New User
1340,2025-01-09,iOS,Singapore,New User
1341,2025-01-23,Android,Thailand,Returning User
1342,2025-02-11,iOS,Malaysia,Returning User
1343,2025-05-29,Android,Indonesia,New User
1344,2025-03-18,Android,Thailand,Returning User
1345,2025-04-20,Web,Indonesia,New User
1346,2025-02-04,Android,Singapore,New User
1347,2025-04-16,iOS,Malaysia,Returning User
1348,2025-01-28,iOS,Indonesia,Returning User
1349,2025-06-26,iOS,Singapore,Returning User
1350,2025-03-23,Android,Singapore,Returning User
1351,2025-06-07,iOS,Thailand,Returning User
1352,2025-02-16,Web,Malaysia,Returning User
1353,2025-02-19,Android,Indonesia,Returning User
1354,2025-01-31,iOS,Malaysia,Returning User
1355,2025-04-17,Android,Singapore,New User
1356,2025-06-13,Android,Malaysia,Returning User
1357,2025-03-07,iOS,Singapore,New User
1358,2025-05-21,Android,Indonesia,New User
1359,2025-03-27,Android,Indonesia,Returning User
1360,2025-02-19,Android,Singapore,Returning User
1361,2025-05-03,Web,Indonesia,Returning User
1362,2025-05-04,Android,Thailand,Returning User
1363,2025-05-18,Web,Thailand,Returning User
1364,2025-04-16,Web,Indonesia,Returning User
1365,2025-03-18,iOS,Singapore,Returning User
1366,2025-01-05,Android,Singapore,Returning User
1367,2025-04-01,Android,Malaysia,New User
1368,2025-01-08,Android,Thailand,Returning User
1369,2025-02-12,iOS,Thailand,New User
1370,2025-01-30,Web,Singapore,Returning User
1371,2025-03-22,iOS,Singapore,Returning User
1372,2025-05-08,Web,Singapore,Returning User
1373,2025-03-19,Android,Singapore,New User
1374,2025-04-06,iOS,Malaysia,Returning User
1375,2025-04-24,iOS,Thailand,Returning User
1376,2025-02-09,Android,Thailand,Returning User
1377,2025-05-15,Android,Singapore,New User
1378,2025-01-26,Web,Malaysia,New User
1379,2025-01-10,Android,Indonesia,New User
1380,2025-01-12,iOS,Indonesia,New User
1381,2025-01-12,Android,Singapore,New User
1382,2025-03-21,iOS,Malaysia,New User
1383,2025-02-19,Android,Singapore,Returning User
1384,2025-06-21,Android,Malaysia,New User
1385,2025-01-30,Android,Indonesia,New User
1386,2025-03-31,iOS,Singapore,New User
1387,2025-06-30,Web,Malaysia,New User
1388,2025-03-21,iOS,Singapore,Returning User
1389,2025-01-13,Android,Thailand,Returning User
1390,2025-01-13,Android,Indonesia,New User
1391,2025-04-11,Android,Thailand,Returning User
1392,2025-03-21,Android,Malaysia,Returning User
1393,2025-06-21,Web,Indonesia,Returning User
1394,2025-04-30,iOS,Indonesia,Returning User
1395,2025-06-28,Android,Thailand,New User
1396,2025-06-14,iOS,Thailand,Returning User
1397,2025-02-27,Android,Singapore,Returning User
1398,2025-04-11,Android,Singapore,Returning User
1399,2025-03-25,Android,Indonesia,New User
1400,2025-01-29,Android,Thailand,Returning User
1401,2025-03-14,iOS,Malaysia,Returning User
1402,2025-04-14,Web,Indonesia,New User
1403,2025-06-16,Android,Singapore,Returning User
1404,2025-04-13,iOS,Malaysia,Returning User
1405,2025-05-21,Android,Thailand,New User
1406,2025-03-29,Android,Thailand,Returning User
1407,2025-04-22,iOS,Singapore,Returning User
1408,2025-03-02,Android,Indonesia,Returning User
1409,2025-05-27,Web,Indonesia,Returning User
1410,2025-04-29,Android,Indonesia,Returning User
1411,2025-02-15,Android,Thailand,New User
1412,2025-01-28,iOS,Thailand,New User
1413,2025-06-15,iOS,Indonesia,New User
1414,2025-02-05,Web,Indonesia,Returning User
1415,2025-06-19,Android,Singapore,New User
1416,2025-05-28,Android,Malaysia,Returning User
1417,2025-03-23,Android,Singapore,Returning User
1418,2025-04-22,iOS,Singapore,Returning User
1419,2025-05-30,Android,Thailand,Returning User
1420,2025-03-17,Android,Indonesia,New User
1421,2025-05-24,Web,Singapore,New User
1422,2025-03-14,Web,Malaysia,Returning User
1423,2025-06-01,Android,Singapore,Returning User
1424,2025-04-14,Android,Malaysia,Returning User
1425,2025-05-02,Android,Thailand,Returning User
1426,2025-04-03,Web,Malaysia,New User
1427,2025-06-21,Android,Indonesia,New User
1428,2025-01-05,Android,Thailand,Returning User
1429,2025-02-04,Android,Thailand,Returning User
1430,2025-06-28,iOS,Thailand,Returning User
1431,2025-04-27,iOS,Thailand,New User
1432,2025-02-27,Android,Indonesia,Returning User
1433,2025-03-02,iOS,Singapore,Returning User
1434,2025-05-20,iOS,Indonesia,Returning User
1435,2025-05-26,Android,Singapore,New User
1436,2025-05-04,Web,Indonesia,New User
1437,2025-05-15,Web,Singapore,Returning User
1438,2025-01-21,iOS,Indonesia,New User
1439,2025-06-11,iOS,Indonesia,Returning User
1440,2025-05-19,iOS,Singapore,Returning User
1441,2025-03-29,iOS,Indonesia,Returning User
1442,2025-05-12,Web,Singapore,Returning User
1443,2025-03-17,Android,Indonesia,Returning User
1444,2025-06-02,iOS,Singapore,New User
1445,2025-05-02,iOS,Indonesia,Returning User
1446,2025-03-16,Web,Indonesia,New User
1447,2025-01-22,Android,Indonesia,Returning User
1448,2025-03-13,Android,Singapore,New User
1449,2025-03-07,Android,Indonesia,Returning User
1450,2025-06-01,iOS,Thailand,New User
1451,2025-02-14,Android,Malaysia,Returning User
1452,2025-05-16,Web,Singapore,Returning User
1453,2025-02-07,iOS,Malaysia,Returning User
1454,2025-04-16,iOS,Malaysia,Returning User
1455,2025-06-13,Android,Singapore,New User
1456,2025-03-09,iOS,Indonesia,New User
1457,2025-04-29,Android,Singapore,Returning User
1458,2025-05-17,Android,Thailand,Returning User
1459,2025-02-07,iOS,Thailand,New User
1460,2025-04-25,Android,Singapore,Returning User
1461,2025-06-24,Web,Indonesia,Returning User
1462,2025-06-13,Android,Thailand,Returning User
1463,2025-06-16,Web,Singapore,New User
1464,2025-01-26,Android,Thailand,Returning User
1465,2025-06-22,iOS,Malaysia,Returning User
1466,2025-06-23,iOS,Malaysia,New User
1467,2025-01-03,iOS,Indonesia,New User
1468,2025-01-26,iOS,Thailand,New User
1469,2025-03-14,Android,Indonesia,New User
1470,2025-01-24,Android,Malaysia,Returning User
1471,2025-06-13,Android,Indonesia,New User
1472,2025-06-04,Android,Malaysia,Returning User
1473,2025-06-28,Android,Singapore,Returning User
1474,2025-01-20,iOS,Singapore,Returning User
1475,2025-06-27,Web,Singapore,New User
1476,2025-01-19,Android,Indonesia,New User
1477,2025-03-27,Web,Singapore,Returning User
1478,2025-03-09,Android,Indonesia,Returning User
1479,2025-02-21,iOS,Malaysia,Returning User
1480,2025-01-28,Android,Thailand,New User
1481,2025-06-14,Android,Thailand,Returning User
1482,2025-01-27,Android,Indonesia,Returning User
1483,2025-03-06,iOS,Indonesia,Returning User
1484,2025-02-08,iOS,Indonesia,Returning User
1485,2025-06-20,Android,Malaysia,Returning User
1486,2025-04-11,iOS,Thailand,Returning User
1487,2025-04-14,Web,Indonesia,Returning User
1488,2025-01-01,Android,Thailand,New User
1489,2025-05-18,Web,Singapore,New User
1490,2025-03-19,Android,Indonesia,New User
1491,2025-03-29,Android,Thailand,Returning User
1492,2025-03-16,iOS,Malaysia,Returning User
1493,2025-04-09,iOS,Singapore,Returning User
1494,2025-01-28,iOS,Singapore,Returning User
1495,2025-06-11,Android,Malaysia,New User
1496,2025-02-19,Android,Malaysia,Returning User
1497,2025-01-17,iOS,Singapore,Returning User
1498,2025-04-26,Web,Indonesia,New User
1499,2025-01-15,Android,Indonesia,Returning User
1500,2025-02-24,Web,Thailand,Returning User
1501,2025-05-18,Android,Malaysia,Returning User
1502,2025-01-10,iOS,Thailand,Returning User
1503,2025-05-01,Web,Indonesia,New User
1504,2025-06-16,Android,Malaysia,Returning User
1505,2025-03-20,Web,Indonesia,Returning User
1506,2025-02-13,Web,Indonesia,Returning User
1507,2025-01-28,Android,Malaysia,New User
1508,2025-02-21,Android,Thailand,New User
1509,2025-06-25,iOS,Malaysia,New User
1510,2025-02-24,iOS,Malaysia,New User
1511,2025-01-31,Android,Thailand,New User
1512,2025-04-05,iOS,Thailand,New User
1513,2025-05-29,Android,Indonesia,Returning User
1514,2025-06-11,iOS,Malaysia,New User
1515,2025-05-05,Android,Indonesia,New User
1516,2025-01-23,iOS,Singapore,Returning User
1517,2025-05-02,iOS,Malaysia,New User
1518,2025-03-11,iOS,Thailand,New User
1519,2025-02-14,iOS,Indonesia,Returning User
1520,2025-05-08,iOS,Indonesia,Returning User
1521,2025-03-19,Android,Indonesia,Returning User
1522,2025-02-19,Android,Indonesia,Returning User
1523,2025-05-19,iOS,Thailand,Returning User
1524,2025-06-18,Android,Indonesia,New User
1525,2025-02-08,iOS,Thailand,Returning User
1526,2025-02-10,iOS,Indonesia,New User
1527,2025-04-04,Android,Thailand,New User
1528,2025-06-07,Web,Thailand,New User
1529,2025-01-14,Web,Malaysia,New User
1530,2025-01-08,Android,Indonesia,New User
1531,2025-03-02,iOS,Singapore,Returning User
1532,2025-06-23,Web,Malaysia,Returning User
1533,2025-03-25,Android,Malaysia,Returning User
1534,2025-02-21,Android,Malaysia,New User
1535,2025-05-30,Android,Thailand,New User
1536,2025-06-06,Android,Thailand,New User
1537,2025-04-28,iOS,Singapore,Returning User
1538,2025-02-21,Android,Indonesia,Returning User
1539,2025-01-16,Android,Indonesia,Returning User
1540,2025-04-28,Android,Singapore,New User
1541,2025-03-17,iOS,Malaysia,Returning User
1542,2025-05-22,Web,Indonesia,Returning User
1543,2025-05-14,Android,Malaysia,Returning User
1544,2025-04-29,Android,Thailand,Returning User
1545,2025-03-05,Android,Thailand,Returning User
1546,2025-06-01,Web,Indonesia,Returning User
1547,2025-01-12,Android,Thailand,Returning User
1548,2025-05-10,Android,Thailand,Returning User
1549,2025-06-28,Web,Thailand,Returning User
1550,2025-01-22,iOS,Indonesia,Returning User
1551,2025-04-15,Web,Malaysia,New User
1552,2025-03-03,iOS,Indonesia,New User
1553,2025-06-21,Android,Thailand,Returning User
1554,2025-05-30,Android,Thailand,Returning User
1555,2025-02-05,Web,Thailand,New User
1556,2025-04-05,iOS,Indonesia,Returning User
1557,2025-01-19,Android,Singapore,Returning User
1558,2025-03-17,Android,Singapore,Returning User
1559,2025-06-06,iOS,Malaysia,Returning User
1560,2025-01-21,iOS,Singapore,Returning User
1561,2025-01-15,iOS,Singapore,Returning User
1562,2025-01-29,Android,Thailand,Returning User
1563,2025-04-04,Android,Indonesia,Returning User
1564,2025-02-22,Android,Singapore,New User
1565,2025-01-30,iOS,Malaysia,Returning User
1566,2025-02-27,Android,Singapore,Returning User
1567,2025-04-19,Android,Indonesia,New User
1568,2025-04-26,Android,Indonesia,Returning User
1569,2025-05-17,iOS,Singapore,Returning User
1570,2025-04-05,iOS,Indonesia,New User
1571,2025-04-28,Android,Thailand,Returning User
1572,2025-03-15,Web,Indonesia,New User
1573,2025-03-12,Android,Malaysia,Returning User
1574,2025-02-22,iOS,Indonesia,New User
1575,2025-06-24,iOS,Malaysia,Returning User
1576,2025-04-18,Android,Indonesia,New User
1577,2025-01-17,Android,Malaysia,Returning User
1578,2025-05-14,iOS,Thailand,Returning User
1579,2025-06-17,iOS,Singapore,Returning User
1580,2025-06-20,iOS,Thailand,Returning User
1581,2025-05-26,Android,Singapore,New User
1582,2025-03-08,Android,Singapore,Returning User
1583,2025-01-13,Android,Singapore,Returning User
1584,2025-02-12,iOS,Malaysia,Returning User
1585,2025-03-15,Android,Malaysia,Returning User
1586,2025-06-27,Web,Malaysia,New User
1587,2025-01-30,Android,Singapore,Returning User
1588,2025-04-23,Android,Malaysia,New User
1589,2025-01-09,iOS,Singapore,New User
1590,2025-04-25,iOS,Malaysia,Returning User
1591,2025-02-01,Web,Thailand,Returning User
1592,2025-02-07,Web,Singapore,New User
1593,2025-05-20,Web,Singapore,Returning User
1594,2025-03-17,Android,Singapore,Returning User
1595,2025-05-27,iOS,Thailand,New User
1596,2025-01-29,iOS,Indonesia,New User
1597,2025-05-22,Android,Indonesia,Returning User
1598,2025-02-26,Android,Indonesia,New User
1599,2025-06-05,iOS,Malaysia,Returning User
1600,2025-03-13,Android,Indonesia,Returning User
1601,2025-04-25,iOS,Indonesia,Returning User
1602,2025-04-11,Android,Singapore,Returning User
1603,2025-05-11,Web,Singapore,New User
1604,2025-04-20,Android,Singapore,New User
1605,2025-03-30,Android,Thailand,Returning User
1606,2025-01-23,Android,Thailand,Returning User
1607,2025-04-17,Web,Singapore,New User
1608,2025-04-19,iOS,Thailand,New User
1609,2025-05-31,iOS,Malaysia,New User
1610,2025-05-02,Web,Singapore,New User
1611,2025-06-01,iOS,Indonesia,New User
1612,2025-06-13,Web,Thailand,New User
1613,2025-04-29,iOS,Malaysia,New User
1614,2025-04-08,Android,Thailand,New User
1615,2025-03-19,Web,Singapore,Returning User
1616,2025-04-29,Android,Indonesia,New User
1617,2025-03-18,Web,Thailand,New User
1618,2025-06-20,Web,Thailand,New User
1619,2025-06-26,iOS,Indonesia,New User
1620,2025-03-12,Android,Indonesia,Returning User
1621,2025-04-03,iOS,Thailand,Returning User
1622,2025-06-10,iOS,Indonesia,New User
1623,2025-05-28,Android,Singapore,New User
1624,2025-01-15,Android,Thailand,Returning User
1625,2025-02-04,Android,Indonesia,New User
1626,2025-04-18,iOS,Singapore,New User
1627,2025-03-16,iOS,Indonesia,Returning User
1628,2025-06-10,Android,Indonesia,Returning User
1629,2025-02-12,iOS,Singapore,Returning User
1630,2025-06-25,iOS,Singapore,Returning User
1631,2025-06-26,Android,Singapore,Returning User
1632,2025-01-04,Android,Singapore,New User
1633,2025-05-05,Android,Malaysia,New User
1634,2025-02-09,iOS,Malaysia,Returning User
1635,2025-05-24,iOS,Indonesia,Returning User
1636,2025-01-20,Android,Malaysia,Returning User
1637,2025-05-03,Android,Singapore,New User
1638,2025-04-24,Web,Singapore,New User
1639,2025-03-19,Android,Indonesia,New User
1640,2025-06-27,Android,Malaysia,New User
1641,2025-02-23,Android,Indonesia,Returning User
1642,2025-01-29,Android,Thailand,Returning User
1643,2025-01-11,Android,Indonesia,Returning User
1644,2025-05-12,iOS,Thailand,New User
1645,2025-03-06,Android,Singapore,Returning User
1646,2025-01-25,iOS,Malaysia,Returning User
1647,2025-02-21,Android,Singapore,New User
1648,2025-02-07,Web,Singapore,Returning User
1649,2025-03-31,Android,Malaysia,Returning User
1650,2025-01-18,Android,Indonesia,Returning User
1651,2025-02-19,Web,Malaysia,Returning User
1652,2025-05-18,Android,Indonesia,Returning User
1653,2025-05-10,Web,Thailand,New User
1654,2025-05-31,Android,Indonesia,New User
1655,2025-04-01,Web,Thailand,New User
1656,2025-02-28,Android,Singapore,New User
1657,2025-01-29,iOS,Thailand,Returning User
1658,2025-06-30,Android,Indonesia,New User
1659,2025-05-07,Android,Singapore,Returning User
1660,2025-03-21,iOS,Thailand,New User
1661,2025-04-15,Android,Thailand,New User
1662,2025-01-18,Web,Thailand,Returning User
1663,2025-04-05,Android,Thailand,Returning User
1664,2025-04-12,Android,Indonesia,New User
1665,2025-04-12,Android,Indonesia,Returning User
1666,2025-02-13,Android,Malaysia,New User
1667,2025-06-02,Web,Thailand,New User
1668,2025-04-19,iOS,Singapore,Returning User
1669,2025-05-29,iOS,Thailand,New User
1670,2025-06-20,iOS,Thailand,Returning User
1671,2025-05-11,Android,Thailand,New User
1672,2025-03-06,Android,Malaysia,Returning User
1673,2025-02-04,Android,Indonesia,Returning User
1674,2025-05-08,iOS,Malaysia,New User
1675,2025-06-23,Android,Singapore,Returning User
1676,2025-01-25,iOS,Thailand,Returning User
1677,2025-02-21,Android,Thailand,Returning User
1678,2025-03-08,iOS,Indonesia,Returning User
1679,2025-01-09,Web,Indonesia,New User
1680,2025-03-22,Web,Thailand,Returning User
1681,2025-01-09,Android,Singapore,Returning User
