transaction_id,user_id,amount,status,transaction_time
1986,3133,4148359.82,success,2025-07-21 10:54:00
1987,370,943714.39,pending,2025-07-15 16:59:00
1988,2834,2328855.74,success,2025-07-13 23:35:00
1989,3303,1253500.8,success,2025-07-16 00:32:00
1990,4595,4739395.48,success,2025-07-01 18:49:00
1991,2181,1529773.89,success,2025-07-29 23:37:00
1992,4709,1567601.85,success,2025-07-22 13:49:00
1993,680,1234930.48,success,2025-07-01 00:09:00
1994,1227,3969299.89,success,2025-07-23 11:52:00
1995,1113,1766499.58,success,2025-07-09 06:42:00
1996,1727,3523361.47,success,2025-07-03 10:07:00
1997,4193,2124531.67,success,2025-07-25 10:24:00
1998,224,1008480.72,success,2025-07-23 08:11:00
1999,37,2933584.41,success,2025-07-28 08:16:00
2000,2873,309247.08,success,2025-07-25 09:42:00
2001,2184,130152.35,success,2025-07-27 12:10:00
2002,2069,1896171.2,pending,2025-07-08 09:49:00
2003,1080,2409142.08,success,2025-07-23 00:25:00
2004,4067,1240334.54,success,2025-07-17 02:39:00
2005,1049,1135540.27,success,2025-07-05 13:23:00
2006,3948,730939.52,failed,2025-07-26 11:16:00
2007,2389,2865379.17,success,2025-07-11 05:52:00
2008,989,2918042.71,success,2025-07-26 23:07:00
2009,3074,3084265.88,success,2025-07-04 08:37:00
2010,3508,4279451.6,success,2025-07-05 01:32:00
2011,264,317766.91,pending,2025-07-07 07:56:00
2012,181,4422202.23,success,2025-07-04 13:27:00
2013,1812,3742392.19,success,2025-07-20 14:59:00
2014,3327,1567030.79,success,2025-07-07 23:12:00
2015,332,3259203.83,success,2025-07-19 16:24:00
2016,3541,2937150.37,failed,2025-07-21 07:21:00
2017,3775,4512564.63,failed,2025-07-11 18:57:00
2018,57,1408068.56,success,2025-07-22 14:11:00
2019,2087,1896164.84,success,2025-07-30 09:29:00
2020,851,734986.11,success,2025-07-05 06:59:00
2021,3698,2652544.48,pending,2025-07-05 21:13:00
2022,1576,2032905.9,success,2025-07-08 08:23:00
2023,2070,3921490.34,success,2025-07-05 03:16:00
2024,3215,406904.64,success,2025-07-02 07:00:00
2025,2136,1883018.75,success,2025-07-25 21:32:00
2026,125,1556146.31,success,2025-07-29 17:08:00
2027,4874,2522257.14,success,2025-07-15 22:47:00
2028,2855,3335781.97,failed,2025-07-17 10:30:00
2029,139,1487291.4,success,2025-07-12 21:14:00
2030,4866,2384328.04,success,2025-07-17 04:34:00
2031,51,594918.33,success,2025-07-27 17:06:00
2032,3881,4149158.14,success,2025-07-21 02:23:00
2033,2899,627601.87,success,2025-07-23 01:01:00
2034,846,2670102.42,success,2025-07-12 12:25:00
2035,2121,813780.54,pending,2025-07-27 01:39:00
2036,2152,2157584.6,success,2025-07-17 22:07:00
2037,3639,3943932.57,success,2025-07-29 03:18:00
2038,264,4049126.78,success,2025-07-31 02:16:00
2039,3872,1007703.29,success,2025-07-01 19:49:00
2040,1641,2176545.96,success,2025-07-16 16:50:00
2041,3498,1955449.31,pending,2025-07-09 03:58:00
2042,2174,373856.93,failed,2025-07-08 21:59:00
2043,2439,2054501.11,success,2025-07-18 03:20:00
2044,4887,2180772.78,pending,2025-07-09 05:52:00
2045,4637,810718.5,success,2025-07-15 16:54:00
2046,3400,1513553.46,success,2025-07-06 17:07:00
2047,1805,4017238.01,success,2025-07-24 04:51:00
2048,4970,3761827.11,success,2025-07-31 11:41:00
2049,4880,210296.44,failed,2025-07-15 13:09:00
2050,2188,4049741.82,success,2025-07-17 12:38:00
2051,630,924373.6,success,2025-07-23 15:31:00
2052,564,3508666.44,failed,2025-07-27 02:05:00
2053,2481,1715398.6,success,2025-07-21 16:55:00
2054,1404,782379.12,pending,2025-07-22 10:03:00
2055,974,2195699.16,pending,2025-07-29 19:49:00
2056,3986,2225286.56,success,2025-07-08 08:38:00
2057,4242,3686948.59,success,2025-07-18 05:10:00
2058,2996,4484248.48,success,2025-07-13 03:16:00
2059,3300,263604.85,success,2025-07-05 04:37:00
2060,3627,3459589.24,success,2025-07-13 09:51:00
2061,491,3273560.1,success,2025-07-03 12:55:00
2062,4780,1221554.31,success,2025-07-02 01:15:00
2063,1887,4262545.63,success,2025-07-08 16:12:00
2064,4352,2006268.73,failed,2025-07-15 01:24:00
2065,2831,4591884.83,success,2025-07-30 17:52:00
2066,2604,560916.48,pending,2025-07-20 09:43:00
2067,4501,399428.7,failed,2025-07-20 08:44:00
2068,347,3376180.07,success,2025-07-15 23:51:00
2069,3063,2069176.99,success,2025-07-29 22:58:00
2070,4552,4404470.58,success,2025-07-10 10:55:00
2071,2318,403848.13,failed,2025-07-21 16:58:00
2072,3385,2066112.05,success,2025-07-05 21:19:00
2073,2412,3701041.32,success,2025-07-02 02:10:00
2074,2958,4150938.52,success,2025-07-12 20:10:00
2075,503,2346690.5,success,2025-07-13 04:36:00
2076,1206,3132850.65,success,2025-07-03 11:19:00
2077,2726,4458304.13,success,2025-07-20 15:01:00
2078,1017,3454112.09,success,2025-07-10 04:03:00
2079,3048,4039538.47,success,2025-07-03 13:57:00
2080,4920,2631841.93,success,2025-07-06 14:01:00
2081,1189,4364105.95,pending,2025-07-13 19:30:00
2082,3196,4527601.86,success,2025-07-28 02:52:00
2083,2301,4725569.29,failed,2025-07-28 01:34:00
2084,2502,2928649.04,success,2025-07-10 17:47:00
2085,4097,4203628.41,failed,2025-07-20 23:04:00
2086,310,1212389.69,success,2025-07-13 03:47:00
2087,3106,1399140.2,success,2025-07-26 05:02:00
2088,3265,543569.65,success,2025-07-04 09:27:00
2089,4044,2467411.63,success,2025-07-29 00:37:00
2090,2926,495285.82,success,2025-07-21 03:57:00
2091,2953,1733675.66,pending,2025-07-13 18:51:00
2092,4054,4397898.8,success,2025-07-15 21:45:00
2093,3254,4704716.56,success,2025-07-01 06:00:00
2094,3279,3252292.14,success,2025-07-03 06:33:00
2095,4280,4826612.27,success,2025-07-26 12:20:00
2096,167,1237359.49,success,2025-07-31 00:47:00
2097,1148,4526699.83,success,2025-07-12 12:49:00
2098,4994,3399115.24,pending,2025-07-19 04:49:00
2099,1918,3535956.98,success,2025-07-17 22:16:00
2100,3092,3247374.88,success,2025-07-29 17:49:00
2101,2861,4298511.64,success,2025-07-01 07:25:00
2102,1478,1834919.58,success,2025-07-17 00:52:00
2103,380,526920.42,success,2025-07-05 12:43:00
2104,1001,1785799.21,success,2025-07-29 16:31:00
2105,3672,1019196.34,success,2025-07-23 20:55:00
2106,1515,634769.36,pending,2025-07-16 18:36:00
2107,2643,1987368.16,success,2025-07-30 15:49:00
2108,1732,3842658.9,pending,2025-07-10 13:07:00
2109,3357,4085702.76,pending,2025-07-04 04:19:00
2110,4988,2644514.01,success,2025-07-10 11:55:00
2111,3463,3171479.24,success,2025-07-02 08:01:00
2112,1416,2834819.62,success,2025-07-02 03:49:00
2113,880,4795083.74,success,2025-07-02 08:44:00
2114,1283,2005328.37,success,2025-07-31 04:34:00
2115,2636,2236385.77,failed,2025-07-12 07:34:00
2116,1793,261828.09,success,2025-07-19 03:45:00
2117,3845,2986274.34,success,2025-07-19 10:33:00
2118,4562,4982223.15,pending,2025-07-07 21:36:00
2119,3594,3422652.21,success,2025-07-05 14:30:00
2120,4282,1660428.03,success,2025-07-15 15:55:00
2121,1220,1210380.06,success,2025-07-05 09:47:00
2122,4507,4363660.18,failed,2025-07-04 19:50:00
2123,1100,4645329.87,failed,2025-07-30 02:56:00
2124,4718,2986422.37,success,2025-07-21 22:00:00
2125,1462,161000.23,success,2025-07-06 22:30:00
2126,2133,1719800.54,success,2025-07-25 21:56:00
2127,3441,3987708.73,success,2025-07-23 19:24:00
2128,3229,3432248.84,failed,2025-07-08 17:05:00
2129,2738,4790098.65,success,2025-07-09 03:47:00
2130,2983,2272704.24,success,2025-07-07 23:43:00
2131,1557,2902078.92,success,2025-07-18 19:35:00
2132,2448,3685157.98,success,2025-07-17 03:48:00
2133,2539,569210.39,failed,2025-07-20 23:44:00
2134,1438,406285.24,success,2025-07-19 06:55:00
2135,457,3672738.11,success,2025-07-29 14:37:00
2136,4820,558442.54,success,2025-07-07 10:37:00
2137,3261,2636195.4,success,2025-07-27 12:38:00
2138,4494,1227187.22,success,2025-07-05 07:42:00
2139,2692,4002112.08,success,2025-07-17 09:30:00
2140,605,4879702.8,success,2025-07-24 18:33:00
2141,260,504576.45,success,2025-07-23 20:34:00
2142,527,304025.3,success,2025-07-23 15:59:00
2143,1918,150428.54,success,2025-07-19 11:07:00
2144,3969,604099.32,success,2025-07-17 09:57:00
2145,2249,2144892.11,success,2025-07-07 21:00:00
2146,3665,1650311.15,success,2025-07-28 02:05:00
2147,3447,1453446.48,success,2025-07-12 01:57:00
2148,131,1096330.05,success,2025-07-05 15:35:00
2149,861,2226409.13,success,2025-07-29 06:33:00
2150,4940,3240931.22,pending,2025-07-05 13:49:00
2151,2793,2400268.05,failed,2025-07-07 01:51:00
2152,4162,992013.07,pending,2025-07-24 00:55:00
2153,3669,1496765.87,success,2025-07-25 21:12:00
2154,258,2921726.96,success,2025-07-30 16:44:00
2155,3916,1516988.17,success,2025-07-17 01:17:00
2156,3305,4735416.8,success,2025-07-24 02:07:00
2157,4126,1183414.37,success,2025-07-19 07:47:00
2158,1080,2759554.77,success,2025-07-26 00:43:00
2159,3432,2640044.59,success,2025-07-02 20:47:00
2160,4310,1515815.88,success,2025-07-26 07:13:00
2161,1968,1952900.4,success,2025-07-09 08:24:00
2162,2852,1924795.45,success,2025-07-30 11:03:00
2163,2717,4712417.67,success,2025-07-15 03:12:00
2164,4666,2695315.87,success,2025-07-02 02:41:00
2165,483,2321525.63,success,2025-07-15 09:22:00
2166,4439,2560493.95,success,2025-07-29 11:36:00
2167,4362,1752731.57,success,2025-07-21 07:44:00
2168,2623,339192.21,pending,2025-07-06 03:15:00
2169,2262,4541107.75,success,2025-07-03 06:58:00
2170,1944,4013493.82,success,2025-07-20 08:35:00
2171,1115,819599.4,success,2025-07-02 19:59:00
2172,2302,2815100.65,success,2025-07-08 23:01:00
2173,1828,2729483.55,pending,2025-07-10 20:11:00
2174,4123,291403.57,success,2025-07-08 23:48:00
2175,2646,1745218.32,success,2025-07-16 02:20:00
2176,1774,324624.95,success,2025-07-19 01:37:00
2177,3280,3446759.14,failed,2025-07-06 12:19:00
2178,1351,4246887.79,failed,2025-07-03 02:10:00
2179,2813,3964086.12,success,2025-07-17 18:06:00
2180,3477,309262.93,success,2025-07-12 20:03:00
2181,4391,700513.01,success,2025-07-23 07:43:00
2182,1914,960362.26,pending,2025-07-16 22:26:00
2183,2653,3502285.65,success,2025-07-16 20:03:00
2184,1627,3935095.47,success,2025-07-30 22:24:00
2185,1401,4875864.03,success,2025-07-03 11:06:00
2186,1594,3475558.07,success,2025-07-31 14:50:00
2187,565,234755.86,success,2025-07-26 23:18:00
2188,2716,3134124.25,success,2025-07-21 11:51:00
2189,3941,4043050.07,success,2025-07-04 22:19:00
2190,4256,2329727.58,failed,2025-07-07 09:57:00
2191,2948,1844414.97,success,2025-07-31 05:43:00
2192,549,3374372.79,success,2025-07-01 16:51:00
2193,3688,2782305.38,success,2025-07-14 21:39:00
2194,1914,3045656.68,success,2025-07-22 15:25:00
2195,1389,3370246.02,success,2025-07-13 22:10:00
2196,1200,4126773.31,success,2025-07-29 05:52:00
2197,4761,765960.24,success,2025-07-14 08:52:00
2198,2001,1798598.91,success,2025-07-10 03:30:00
2199,3602,2146738.32,success,2025-07-14 18:10:00
2200,1708,4035380.87,success,2025-07-17 19:50:00
2201,3751,163103.2,success,2025-07-17 20:07:00
2202,2342,1810675.47,success,2025-07-22 23:51:00
2203,1738,2483741.27,failed,2025-07-13 09:57:00
2204,4678,1075699.43,success,2025-07-22 16:03:00
2205,4171,2132326.54,success,2025-07-03 16:25:00
2206,3571,2414419.83,success,2025-07-11 02:49:00
2207,310,671539.64,success,2025-07-24 18:39:00
2208,1457,2280443.84,success,2025-07-03 16:19:00
2209,1283,1055705.21,success,2025-07-01 02:01:00
2210,4856,1963762.98,success,2025-07-14 23:29:00
2211,2781,4919513.27,success,2025-07-07 23:12:00
2212,4255,1558708.53,pending,2025-07-17 07:56:00
2213,946,3067089.69,success,2025-07-25 02:25:00
2214,3261,2307255.3,success,2025-07-28 16:47:00
2215,2759,653314.29,success,2025-07-29 21:08:00
2216,1887,2082858.76,success,2025-07-01 13:53:00
2217,2457,2369572.77,success,2025-07-23 16:01:00
2218,1933,2136671.44,success,2025-07-24 23:20:00
2219,896,206779.35,success,2025-07-03 04:46:00
2220,4998,2568482.79,success,2025-07-03 07:41:00
2221,4765,1074767.98,failed,2025-07-19 20:15:00
2222,357,2175588.22,success,2025-07-15 05:08:00
2223,3827,4186493.68,success,2025-07-05 13:57:00
2224,126,4328378.74,success,2025-07-30 12:17:00
2225,4856,3110187.49,success,2025-07-16 15:48:00
2226,4009,383233.29,success,2025-07-26 12:35:00
2227,1540,4817412.95,success,2025-07-11 07:48:00
2228,3004,3083630.92,failed,2025-07-25 16:02:00
2229,1322,3620616.92,success,2025-07-03 11:20:00
2230,2478,4990762.53,success,2025-07-28 22:11:00
2231,3618,461090.53,success,2025-07-30 22:50:00
2232,670,4243543.57,success,2025-07-07 04:34:00
2233,1625,1046770.1,success,2025-07-15 01:30:00
2234,1730,3872492.17,success,2025-07-02 12:33:00
2235,4164,579659.01,success,2025-07-03 02:20:00
2236,4682,796037.66,success,2025-07-18 02:46:00
2237,1867,2380372.5,success,2025-07-31 10:55:00
2238,446,4003882.8,success,2025-07-09 10:48:00
2239,159,1730040.81,failed,2025-07-23 01:22:00
2240,1318,2835766.19,success,2025-07-17 02:09:00
2241,3599,4180000.07,success,2025-07-08 23:16:00
2242,3334,3790676.88,success,2025-07-21 11:18:00
2243,3833,3762553.36,success,2025-07-24 02:13:00
2244,2614,4234970.88,success,2025-07-12 21:22:00
2245,974,4178132.05,success,2025-07-08 02:44:00
2246,369,1510948.75,failed,2025-07-20 10:16:00
2247,376,4839298.19,success,2025-07-16 14:57:00
2248,4581,1471789.84,success,2025-07-25 02:44:00
2249,2597,598509.24,success,2025-07-30 19:13:00
2250,2405,2135096.32,pending,2025-07-12 19:18:00
2251,2305,4451349.06,success,2025-07-27 16:05:00
2252,2448,4140422.08,failed,2025-07-07 02:47:00
2253,875,3803667.16,success,2025-07-01 17:19:00
2254,3943,2965205.77,failed,2025-07-01 15:47:00
2255,790,3519700.16,success,2025-07-07 01:23:00
2256,672,4535167.4,success,2025-07-22 17:19:00
2257,2428,4153581.7,success,2025-07-30 21:20:00
2258,2072,2101692.21,success,2025-07-13 07:58:00
2259,1944,677670.01,success,2025-07-10 13:45:00
2260,2329,1267034.89,pending,2025-07-21 09:37:00
2261,309,3745767.09,success,2025-07-07 03:23:00
2262,2040,97102.67,success,2025-07-05 00:00:00
2263,2535,3295495.19,success,2025-07-22 06:00:00
2264,4226,1049917.03,pending,2025-07-03 15:54:00
2265,3352,3119806.27,success,2025-07-06 05:27:00
2266,3606,1807369.68,success,2025-07-05 18:37:00
2267,993,966784.43,success,2025-07-30 14:46:00
2268,2273,3029446.85,success,2025-07-07 01:50:00
2269,535,1812292.03,failed,2025-07-21 01:43:00
2270,3612,342322.42,pending,2025-07-21 21:20:00
2271,2524,2243668.38,success,2025-07-30 08:17:00
2272,3808,2085941.5,pending,2025-07-07 12:41:00
2273,3866,4441684.08,pending,2025-07-03 09:01:00
2274,988,3876090.17,success,2025-07-25 05:02:00
2275,2653,2048440.02,success,2025-07-03 08:13:00
2276,3812,1265224.75,success,2025-07-06 00:35:00
2277,964,4585835.56,success,2025-07-15 20:14:00
2278,4059,1532035.21,success,2025-07-18 05:40:00
2279,2296,2543313.28,success,2025-07-27 14:24:00
2280,4201,2251828.4,success,2025-07-07 05:12:00
2281,4709,580496.8,success,2025-07-20 21:33:00
2282,2753,2997103.51,failed,2025-07-21 16:09:00
2283,3781,3603976.18,success,2025-07-19 07:08:00
2284,1044,1906775.48,success,2025-07-21 20:27:00
2285,4786,2513553.68,success,2025-07-20 15:08:00
2286,829,2311548.17,success,2025-07-07 21:17:00
2287,1947,2982635.47,success,2025-07-29 02:35:00
2288,3116,643446.2,success,2025-07-18 06:25:00
2289,1985,4977824.11,success,2025-07-20 23:48:00
2290,2168,694700.9,pending,2025-07-13 15:18:00
2291,547,3079136.25,success,2025-07-26 03:59:00
2292,33,4506340.77,pending,2025-07-31 14:25:00
2293,3182,3310761.01,success,2025-07-24 05:31:00
2294,200,4503268.8,success,2025-07-15 02:36:00
2295,2480,1492654.85,success,2025-07-13 05:41:00
2296,4940,2314337.94,success,2025-07-22 03:39:00
2297,2233,4908736.32,failed,2025-07-01 13:45:00
2298,3400,4026130.75,success,2025-07-19 10:47:00
2299,3848,2854923.86,success,2025-07-29 19:20:00
2300,2283,1791372.3,success,2025-07-27 17:00:00
2301,1312,1342675.46,success,2025-07-29 08:52:00
2302,3805,3980326.08,success,2025-07-20 19:43:00
2303,1906,777061.86,success,2025-07-25 19:13:00
2304,2597,4958478.51,success,2025-07-26 19:51:00
2305,2481,132519.73,success,2025-07-26 09:23:00
2306,144,2585079.67,success,2025-07-28 23:08:00
2307,3089,1457036.85,failed,2025-07-21 14:43:00
2308,707,292259.1,success,2025-07-10 02:37:00
2309,2707,2804701.55,success,2025-07-28 19:09:00
2310,4999,4172654.38,success,2025-07-10 16:42:00
2311,54,2591897.75,success,2025-07-25 04:28:00
2312,3372,1990124.9,success,2025-07-22 06:22:00
2313,2922,3351338.17,success,2025-07-26 17:27:00
2314,3726,2672043.51,success,2025-07-03 09:33:00
2315,2980,4129581.53,failed,2025-07-22 11:11:00
2316,4949,3402790.5,success,2025-07-14 11:50:00
2317,1189,1941760.65,success,2025-07-25 05:50:00
2318,3609,407265.86,success,2025-07-30 00:36:00
2319,1789,4744202.57,failed,2025-07-06 21:10:00
2320,1120,4793057.09,success,2025-07-09 02:50:00
2321,2065,3126268.17,failed,2025-07-11 04:25:00
2322,3877,4111050.96,failed,2025-07-06 13:01:00
2323,3210,2021117.96,success,2025-07-30 18:37:00
2324,4825,2753451.25,success,2025-07-26 03:37:00
2325,1557,125803.79,success,2025-07-08 23:47:00
2326,1765,2671277.35,success,2025-07-11 00:27:00
2327,1760,1768815.96,success,2025-07-30 03:44:00
2328,4125,87973.74,success,2025-07-29 07:13:00
2329,2852,3813263.91,success,2025-07-02 20:29:00
2330,677,600185.7,success,2025-07-03 16:27:00
2331,3279,3130986.27,success,2025-07-09 00:44:00
2332,4031,735933.28,success,2025-07-19 20:11:00
2333,3208,4387434.88,success,2025-07-04 19:40:00
2334,336,1615546.04,success,2025-07-31 13:16:00
2335,4168,4796828.84,success,2025-07-18 10:15:00
2336,1298,302082.29,success,2025-07-13 14:01:00
2337,2346,3818953.3,pending,2025-07-16 03:14:00
2338,1824,1974882.76,success,2025-07-03 15:41:00
2339,3812,931697.67,success,2025-07-04 05:39:00
2340,2747,4840112.08,success,2025-07-30 17:03:00
2341,373,2077608.27,failed,2025-07-08 20:14:00
2342,4317,810195.41,success,2025-07-31 22:03:00
2343,4034,2128127.42,success,2025-07-03 07:24:00
2344,2561,3319196.23,success,2025-07-05 12:42:00
2345,2844,2733644.83,success,2025-07-24 23:53:00
2346,2370,4535045.82,success,2025-07-22 14:40:00
2347,4327,2589095.25,failed,2025-07-26 08:01:00
2348,1536,1271503.52,success,2025-07-03 00:18:00
2349,1813,4878447.22,success,2025-07-14 03:23:00
2350,4881,4545713.72,success,2025-07-02 16:32:00
2351,3475,2238327.68,success,2025-07-22 07:17:00
2352,2455,216861.21,success,2025-07-05 01:30:00
2353,3152,1345731.11,pending,2025-07-15 09:00:00
2354,3862,2805319.85,success,2025-07-27 23:13:00
2355,1306,2154058.38,failed,2025-07-19 01:31:00
2356,2451,218211.38,success,2025-07-22 20:13:00
2357,56,1728203.42,success,2025-07-09 20:24:00
2358,2647,2847534.47,success,2025-07-10 14:37:00
2359,88,2366864.87,success,2025-07-06 19:05:00
2360,1776,1423485.34,success,2025-07-28 22:22:00
2361,4966,2845814.86,success,2025-07-29 09:58:00
2362,3747,1683221.71,success,2025-07-09 20:05:00
2363,4059,4340687.7,pending,2025-07-26 17:56:00
2364,687,2493795.87,success,2025-07-03 01:06:00
2365,2143,4546486.88,pending,2025-07-12 13:28:00
2366,1372,889420.36,success,2025-07-31 19:24:00
2367,1471,816953.4,failed,2025-07-16 09:38:00
2368,3931,92315.92,success,2025-07-31 08:57:00
2369,118,1353364.76,success,2025-07-28 14:28:00
2370,2830,1987759.03,success,2025-07-10 07:12:00
2371,2641,1694265.65,pending,2025-07-26 21:10:00
2372,4503,2787204.11,success,2025-07-08 16:45:00
2373,1968,4209199.19,success,2025-07-07 12:57:00
2374,3956,3456930.16,success,2025-07-24 02:36:00
2375,2785,1655042.9,success,2025-07-28 18:48:00
2376,4935,1822367.22,success,2025-07-06 10:51:00
2377,3708,3257489.16,success,2025-07-29 04:07:00
2378,1454,3816329.18,pending,2025-07-03 18:06:00
2379,1965,2522907.0,failed,2025-07-22 00:21:00
2380,3684,1537566.83,pending,2025-07-28 05:05:00
2381,4824,2046898.74,success,2025-07-23 14:18:00
2382,3994,4364731.7,pending,2025-07-01 15:18:00
2383,4261,852443.76,success,2025-07-04 19:08:00
2384,4894,2964024.67,success,2025-07-26 15:24:00
2385,3634,4059051.2,success,2025-07-06 19:14:00
2386,4707,3691195.84,success,2025-07-11 16:23:00
2387,4928,352299.57,success,2025-07-25 07:33:00
2388,250,3337557.82,success,2025-07-16 13:33:00
2389,1236,1300520.52,success,2025-07-28 18:25:00
2390,3080,549719.45,success,2025-07-13 16:40:00
2391,1727,330625.04,success,2025-07-30 04:57:00
2392,3206,718826.31,failed,2025-07-10 04:49:00
2393,1291,138837.95,success,2025-07-01 19:26:00
2394,1736,920883.94,success,2025-07-26 02:47:00
2395,2010,1792601.05,success,2025-07-06 15:50:00
2396,4921,4920268.37,success,2025-07-26 21:38:00
2397,1095,1690708.71,pending,2025-07-29 07:42:00
2398,1666,4687532.33,success,2025-07-04 10:52:00
2399,2293,362149.31,success,2025-07-12 23:26:00
2400,2903,1598800.61,success,2025-07-28 06:44:00
2401,4020,1765571.63,success,2025-07-30 20:04:00
2402,4220,4791339.26,success,2025-07-30 08:32:00
2403,1297,161035.38,success,2025-07-11 06:55:00
2404,697,818076.98,success,2025-07-04 22:28:00
2405,2067,3182741.86,success,2025-07-04 19:19:00
2406,662,1347346.72,success,2025-07-11 16:38:00
2407,4462,412402.19,success,2025-07-14 05:16:00
2408,1796,4562040.49,success,2025-07-20 05:26:00
2409,3121,812306.17,success,2025-07-20 07:05:00
2410,4378,3644969.22,success,2025-07-25 03:17:00
2411,2547,4115186.77,success,2025-07-11 14:32:00
2412,1182,2761311.71,success,2025-07-08 05:55:00
2413,4229,975579.29,success,2025-07-29 08:49:00
2414,2049,321599.13,pending,2025-07-18 05:57:00
2415,3143,2933736.27,success,2025-07-10 00:35:00
2416,3368,3436479.13,success,2025-07-23 21:31:00
2417,4354,2869116.85,failed,2025-07-12 04:37:00
2418,2715,4890229.72,success,2025-07-04 14:52:00
2419,3247,2485222.61,success,2025-07-06 06:37:00
2420,2519,1796497.24,success,2025-07-06 06:44:00
2421,1420,4051389.25,success,2025-07-24 17:46:00
2422,4559,2093127.53,success,2025-07-03 10:22:00
2423,681,4788374.43,failed,2025-07-06 09:32:00
2424,4867,4907903.84,success,2025-07-21 11:30:00
2425,1072,4251936.41,success,2025-07-10 09:49:00
2426,2550,1468162.25,success,2025-07-19 09:09:00
2427,2148,2421180.68,success,2025-07-19 13:08:00
2428,1667,167321.34,success,2025-07-06 15:20:00
2429,1660,1552782.85,success,2025-07-03 03:36:00
2430,3835,274396.85,success,2025-07-09 19:46:00
2431,4702,4975176.21,success,2025-07-08 09:49:00
2432,4807,504670.25,success,2025-07-18 16:40:00
2433,4337,3849787.03,success,2025-07-17 23:53:00
2434,632,1640342.87,success,2025-07-12 08:48:00
2435,872,3102514.43,success,2025-07-03 11:02:00
2436,2563,3213657.64,success,2025-07-20 09:02:00
2437,234,4935119.34,success,2025-07-27 01:43:00
2438,4331,4798612.48,success,2025-07-21 01:49:00
2439,4609,477487.3,success,2025-07-15 14:45:00
2440,1606,2172876.89,failed,2025-07-31 13:22:00
2441,3199,4591529.77,success,2025-07-30 08:28:00
2442,3912,3365439.94,success,2025-07-03 11:35:00
2443,4209,1615334.26,success,2025-07-15 14:01:00
2444,1951,1364428.5,success,2025-07-24 13:32:00
2445,2679,4777935.21,success,2025-07-25 12:51:00
2446,2311,3107975.24,success,2025-07-28 21:03:00
2447,4820,4201781.12,success,2025-07-29 15:38:00
2448,3520,2766990.03,success,2025-07-17 07:02:00
2449,3386,1775998.95,success,2025-07-02 13:51:00
2450,2829,939091.58,success,2025-07-31 08:24:00
2451,597,1836585.18,success,2025-07-01 14:06:00
2452,4654,3180900.68,success,2025-07-03 11:02:00
2453,399,2207565.07,success,2025-07-19 03:33:00
2454,1755,2737043.93,success,2025-07-14 10:03:00
2455,2962,1218486.36,success,2025-07-31 04:32:00
2456,330,1796875.99,success,2025-07-06 01:44:00
2457,2486,2212283.85,failed,2025-07-10 07:23:00
2458,318,2673050.24,success,2025-07-03 07:56:00
2459,2893,2691489.86,success,2025-07-24 20:56:00
2460,2372,2293756.27,success,2025-07-09 04:42:00
2461,4734,3656305.15,success,2025-07-10 14:43:00
2462,1617,3012749.75,success,2025-07-23 07:05:00
2463,3110,1810527.36,success,2025-07-04 08:48:00
2464,1574,3664100.02,success,2025-07-31 08:53:00
2465,1049,3552894.58,success,2025-07-01 11:57:00
2466,237,2690613.44,success,2025-07-30 02:39:00
2467,2901,4951213.5,success,2025-07-15 23:29:00
2468,2193,3287251.82,failed,2025-07-13 03:05:00
2469,1952,95715.39,success,2025-07-17 16:48:00
2470,3318,2569485.35,success,2025-07-14 07:26:00
2471,2758,1278470.07,success,2025-07-29 12:11:00
2472,4366,3138920.0,success,2025-07-05 13:02:00
2473,779,1306748.55,success,2025-07-16 00:02:00
2474,3355,2220760.49,success,2025-07-10 21:24:00
2475,1063,2660105.02,success,2025-07-19 01:53:00
2476,3556,1511012.18,success,2025-07-30 05:42:00
2477,4798,4184790.73,success,2025-07-05 04:47:00
2478,4589,3061339.06,failed,2025-07-28 21:43:00
2479,1021,2115708.2,success,2025-07-08 22:42:00
2480,325,2331281.69,success,2025-07-11 09:05:00
2481,4521,980878.66,success,2025-07-23 13:45:00
2482,90,2119403.47,success,2025-07-19 22:24:00
2483,2963,1918043.38,success,2025-07-27 17:56:00
2484,2534,3885594.3,success,2025-07-23 22:08:00
2485,3470,3474276.04,failed,2025-07-12 13:26:00
2486,1108,1829969.02,success,2025-07-22 13:14:00
2487,1112,2858081.28,success,2025-07-27 00:00:00
2488,1389,1151724.29,pending,2025-07-21 22:04:00
2489,2199,3071171.51,success,2025-07-04 01:17:00
2490,3922,2781619.73,failed,2025-07-29 12:09:00
2491,4001,1630580.84,pending,2025-07-01 09:19:00
2492,3797,676267.26,failed,2025-07-15 12:36:00
2493,1528,2127831.07,success,2025-07-01 05:23:00
2494,4362,2914821.35,success,2025-07-04 00:47:00
2495,2835,3075262.2,success,2025-07-29 19:40:00
2496,2466,2298220.77,success,2025-07-09 08:43:00
2497,4869,3120995.47,failed,2025-07-17 00:16:00
2498,89,397885.5,success,2025-07-22 09:12:00
2499,3639,1449824.94,success,2025-07-14 23:16:00
2500,2856,1262564.24,success,2025-07-19 08:22:00
2501,1838,1009880.88,pending,2025-07-16 07:43:00
2502,118,1989503.39,success,2025-07-30 09:44:00
2503,3053,4163089.67,success,2025-07-31 07:35:00
2504,3827,3024372.4,failed,2025-07-03 18:33:00
2505,3026,2625713.51,success,2025-07-23 02:20:00
